unique,caseno,Date,block,iucr,Type,Type_desc,Where,Arrest,Domestic,Beat,District,Ward,Community_area,FBI,x,y,Year,Updated,Latitude,Longitude,Location,color1,color2
10231697,HY419242,09-11-2015 12:54,012XX E 79TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,TRUE,FALSE,411,4,8,45,15,1186044,1852871,2015,02-10-2018 15:50,41.75140719,-87.59380625,"(41.751407191, -87.593806252)",#N/A,#N/A
10231701,HY419191,09-11-2015 12:00,030XX S CENTRAL PARK AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1032,10,22,30,6,1152853,1884095,2015,02-10-2018 15:50,41.83780891,-87.71461236,"(41.837808914, -87.71461236)",#FE9A65,#FD7C37
10231702,HY419262,09-11-2015 12:45,104XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,512,5,34,49,18,1178105,1835471,2015,02-10-2018 15:50,41.70384294,-87.62342447,"(41.703842941, -87.623424467)",#ff005a,#eb0c83
10231708,HY419223,09-11-2015 13:00,042XX N MARINE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,1915,19,46,3,11,1170986,1928779,2015,02-10-2018 15:50,41.96004678,-87.64676205,"(41.960046783, -87.646762046)",#CFFC8F,#B6FA54
10231709,HY419249,09-11-2015 12:30,032XX W DICKENS AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1413,14,26,22,6,1154521,1913774,2015,02-10-2018 15:50,41.91921801,-87.70769778,"(41.919218009, -87.707697782)",#FE9A65,#FD7C37
10231710,HY419228,09-10-2015 21:30,070XX W MELROSE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1632,16,36,17,5,1128830,1920800,2015,02-10-2018 15:50,41.93897374,-87.80193129,"(41.938973738, -87.801931294)",#FCE49C,#FBCF4F
10231715,HY419250,09-11-2015 12:26,005XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,6,1177337,1904039,2015,09/24/2015 07:50:13 PM,41.8920174,-87.62416531,"(41.892017399, -87.624165306)",#FE9A65,#FD7C37
10231717,HY419226,09-11-2015 12:42,005XX W DIVERSEY PKWY,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,FALSE,FALSE,1935,19,43,7,11,1172060,1918871,2015,02-10-2018 15:50,41.93283521,-87.64310689,"(41.932835209, -87.643106886)",#CFFC8F,#B6FA54
10231724,HY419255,09-10-2015 23:30,002XX S LOTUS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1522,15,29,25,14,1139915,1898582,2015,02-10-2018 15:50,41.8778092,-87.76173455,"(41.877809197, -87.761734553)",#FF785A,#FC4B24
10231725,HY419244,09-11-2015 12:30,016XX N MC VICKER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2513,25,29,25,11,1135827,1910326,2015,02-10-2018 15:50,41.91010998,-87.77646504,"(41.910109981, -87.776465044)",#CFFC8F,#B6FA54
10231731,HY419199,09-11-2015 12:00,052XX W QUINCY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,1522,15,29,25,08B,1141508,1898500,2015,02-10-2018 15:50,41.87755492,-87.7558874,"(41.877554917, -87.755887399)",#A5FCD4,#6CFFBA
10231733,HY419168,09-07-2015 16:00,009XX E SOLIDARITY DR,820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,132,1,2,33,6,1181686,1894772,2015,02-10-2018 15:50,41.86648858,-87.608481,"(41.866488579, -87.608481)",#FE9A65,#FD7C37
10231734,HY419231,11/17/2014 09:00:00 AM,015XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1424,14,1,24,11,1160130,1910162,2014,02-09-2018 15:44,41.90919228,-87.68718957,"(41.909192275, -87.687189569)",#CFFC8F,#B6FA54
10231740,HY419278,09-06-2015 14:08,014XX N LAWLER AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,2533,25,37,25,04A,1142439,1909183,2015,02-10-2018 15:50,41.9068531,-87.7522033,"(41.906853097, -87.752203302)",#AB96FF,#7251F9
10231749,HY412806,09-11-2015 13:00,003XX E 63RD ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,312,3,20,69,6,1179876,1863322,2015,02-10-2018 15:50,41.78022909,-87.61608942,"(41.780229094, -87.616089422)",#FE9A65,#FD7C37
10231750,HY419257,09-10-2015 17:00,020XX W BERWYN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2012,20,40,4,14,1161789,1935190,2015,02-10-2018 15:50,41.97783608,-87.6803948,"(41.97783608, -87.680394804)",#FF785A,#FC4B24
10231762,HY419283,09-10-2015 17:00,045XX W DEMING PL,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,APARTMENT,FALSE,FALSE,2521,25,31,20,14,1145738,1916658,2015,02-10-2018 15:50,41.92730328,-87.73989457,"(41.92730328, -87.739894566)",#FF785A,#FC4B24
10231763,HY419276,09-09-2015 14:45,062XX S LANGLEY AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,313,3,20,42,6,1181965,1863874,2015,02-10-2018 15:50,41.78169576,-87.60841383,"(41.781695764, -87.608413831)",#FE9A65,#FD7C37
10231767,HY419303,09-07-2015 15:00,046XX N SHERIDAN RD,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1914,19,46,3,6,1168782,1931175,2015,02-10-2018 15:50,41.96666966,-87.65479517,"(41.966669657, -87.654795172)",#FE9A65,#FD7C37
10231773,HY419288,09-11-2015 14:00,064XX S WOLCOTT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,726,7,15,67,5,1164789,1862041,2015,02-10-2018 15:50,41.77704587,-87.6714369,"(41.77704587, -87.671436897)",#FCE49C,#FBCF4F
10231775,HY419292,09-10-2015 23:00,065XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,312,3,20,69,14,1180045,1861762,2015,02-10-2018 15:50,41.77594443,-87.61551759,"(41.77594443, -87.615517586)",#FF785A,#FC4B24
10231776,HY419289,09-10-2015 20:30,068XX S PERRY AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,722,7,6,69,5,1176579,1859596,2015,02-10-2018 15:50,41.77007938,-87.62828866,"(41.770079376, -87.628288655)",#FCE49C,#FBCF4F
11244257,HY419210,01-01-2017 00:01,056XX S SAWYER AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,822,8,14,63,2,,,2017,04/18/2018 03:52:37 PM,,,,#FF8861,#FF521B
10231780,JB169993,09-11-2015 12:00,070XX S BISHOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,734,7,17,67,14,1167885,1858008,2015,02-10-2018 15:50,41.76591285,-87.66020273,"(41.76591285, -87.660202733)",#FF785A,#FC4B24
10231782,HY419203,09-11-2015 12:25,004XX N WELLS ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,FALSE,FALSE,1831,18,42,8,10,1174655,1903385,2015,02-10-2018 15:50,41.89028319,-87.63403459,"(41.890283192, -87.63403459)",#CFFC8F,#B6FA54
10231783,HY419251,09-11-2015 12:30,060XX S JUSTINE ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,713,7,15,67,08A,1167036,1864704,2015,02-10-2018 15:50,41.78430572,-87.66312334,"(41.784305722, -87.663123342)",#AB96FF,#7251F9
10231785,HY419180,09-11-2015 03:00,030XX N RUTHERFORD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2511,25,36,18,08B,1130889,1919540,2015,02-10-2018 15:50,41.93548088,-87.7943929,"(41.935480878, -87.794392898)",#A5FCD4,#6CFFBA
10231786,HY418946,09-11-2015 06:10,051XX S WOLCOTT AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,932,9,16,61,3,1164551,1870696,2015,02-10-2018 15:50,41.80080131,-87.67206536,"(41.800801308, -87.672065363)",#7BFC90,#11F537
10231790,HY418812,09-11-2015 14:00,005XX S MAPLEWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1135,11,2,28,14,1159290,1897540,2015,02-10-2018 15:50,41.87457373,-87.69062267,"(41.874573731, -87.690622669)",#FF785A,#FC4B24
10231795,HY419284,09-04-2015 15:00,003XX S HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1225,12,2,28,14,1162464,1898375,2015,02-10-2018 15:50,41.87679924,-87.67894575,"(41.876799235, -87.678945751)",#FF785A,#FC4B24
10231796,HY413171,09-09-2015 20:15,026XX N OAK PARK AVE,880,THEFT,PURSE-SNATCHING,RESIDENCE,FALSE,FALSE,2512,25,36,18,6,1130638,1916809,2015,02-10-2018 15:50,41.92799101,-87.79537833,"(41.927991012, -87.795378331)",#FE9A65,#FD7C37
10231798,HY417264,09-02-2015 10:00,014XX W HURON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1215,12,27,24,14,1166363,1904782,2015,02-10-2018 15:50,41.89429806,-87.6644465,"(41.894298063, -87.664446501)",#FF785A,#FC4B24
10231799,HY419308,09-11-2015 13:19,026XX W IOWA ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1211,12,26,24,5,1158611,1905890,2015,02-10-2018 15:50,41.89750082,-87.69288686,"(41.897500818, -87.69288686)",#FCE49C,#FBCF4F
10231802,HY419235,09-11-2015 13:20,064XX W BELMONT AVE,820,THEFT,$500 AND UNDER,BANK,FALSE,FALSE,2511,25,36,19,6,1132941,1920582,2015,02-10-2018 15:50,41.9383046,-87.78682713,"(41.938304598, -87.786827126)",#FE9A65,#FD7C37
10231803,HY419281,08-04-2015 11:00,021XX N KARLOV AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2525,25,30,20,6,1148703,1913834,2015,02-10-2018 15:50,41.91949714,-87.72907244,"(41.919497136, -87.729072439)",#FE9A65,#FD7C37
10231804,HY419297,07/22/2015 12:00:00 PM,049XX N ST LOUIS AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,FALSE,FALSE,1712,17,39,14,11,1152158,1932644,2015,02-10-2018 15:50,41.97104568,-87.71588036,"(41.971045683, -87.715880355)",#CFFC8F,#B6FA54
10231806,HY419274,09-11-2015 11:27,062XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,FALSE,FALSE,313,3,20,42,3,1182638,1863740,2015,02-10-2018 15:50,41.78131246,-87.60595063,"(41.78131246, -87.605950633)",#7BFC90,#11F537
10231808,HY419101,09-02-2015 11:50,055XX N SHERIDAN RD,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2023,20,48,77,6,1168632,1937169,2015,02-10-2018 15:50,41.98312062,-87.65517223,"(41.983120618, -87.655172226)",#FE9A65,#FD7C37
10231809,HY419229,09-11-2015 11:24,058XX N SHERIDAN RD,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2022,20,48,77,08B,1168575,1939019,2015,02-10-2018 15:50,41.9881983,-87.655328,"(41.988198299, -87.655327998)",#A5FCD4,#6CFFBA
10231811,HY419098,09-11-2015 14:00,012XX N KEELER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2534,25,37,23,18,1148157,1907803,2015,02-10-2018 15:50,41.90295801,-87.73123409,"(41.902958014, -87.731234088)",#ff005a,#eb0c83
10231813,HY419316,09-11-2015 08:00,074XX N GREENVIEW AVE,3960,INTIMIDATION,INTIMIDATION,APARTMENT,FALSE,FALSE,2422,24,49,1,26,1164995,1949687,2015,02-10-2018 15:50,42.01754854,-87.66819067,"(42.017548537, -87.668190673)",#FE9491,#B60904
10231814,HY419272,09-10-2015 21:00,062XX S MEADE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,812,8,23,64,5,1136812,1862625,2015,02-10-2018 15:50,41.7791936,-87.77398778,"(41.779193604, -87.77398778)",#FCE49C,#FBCF4F
10231817,HY419332,09-10-2015 21:00,032XX N CENTRAL AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1633,16,38,15,6,1138455,1921199,2015,02-10-2018 15:50,41.93989946,-87.76654665,"(41.939899462, -87.766546647)",#FE9A65,#FD7C37
10231818,HY419029,09-11-2015 12:55,064XX S DR MARTIN LUTHER KING JR DR,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,312,3,20,69,18,1180029,1862357,2015,02-10-2018 15:50,41.77757754,-87.61555804,"(41.777577536, -87.615558035)",#ff005a,#eb0c83
10231819,HY419240,09-10-2015 07:00,073XX N CLARK ST,890,THEFT,FROM BUILDING,FIRE STATION,FALSE,FALSE,2424,24,49,1,6,1163153,1948669,2015,02-10-2018 15:50,42.0147942,-87.67499762,"(42.014794204, -87.67499762)",#FE9A65,#FD7C37
10985237,HY419045,06/27/2011 12:00:00 AM,004XX E SOUTH WATER ST,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,FALSE,TRUE,114,1,42,32,2,,,2011,04-10-2019 16:14,,,,#FF8861,#FF521B
10231821,JA311015,09-06-2015 12:00,051XX W HENDERSON ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1634,16,38,15,6,1141432,1921786,2015,02-10-2018 15:50,41.94145571,-87.75559056,"(41.941455713, -87.755590555)",#FE9A65,#FD7C37
10231822,HY419069,09-11-2015 12:30,065XX W BRYN MAWR AVE,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1612,16,41,10,6,1131583,1936817,2015,02-10-2018 15:50,41.98287878,-87.79144084,"(41.98287878, -87.791440835)",#FE9A65,#FD7C37
11196021,HY419205,12/15/2017 06:15:00 AM,037XX W CERMAK RD,2022,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1014,10,24,29,18,,,2017,03-03-2018 15:51,,,,#ff005a,#eb0c83
10231823,JA549980,09-11-2015 14:50,059XX S ASHLAND AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,714,7,15,67,18,1166686,1865425,2015,02-10-2018 15:50,41.78629171,-87.66438601,"(41.786291714, -87.664386014)",#ff005a,#eb0c83
10231824,HY419323,09-08-2015 18:00,079XX W BERWYN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1614,16,41,10,26,1122416,1934094,2015,02-10-2018 15:50,41.97556076,-87.82521525,"(41.975560764, -87.825215251)",#95FDEA,#5FFCE0
10231825,HY419194,09-11-2015 14:24,046XX S TALMAN AVE,560,ASSAULT,SIMPLE,STREET,TRUE,FALSE,922,9,12,58,08A,1159478,1873895,2015,09/24/2015 07:50:13 PM,41.80968537,-87.69058211,"(41.809685365, -87.690582106)",#AB96FF,#7251F9
10231826,HY419315,09-11-2015 13:33,002XX W ROOT ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,925,9,3,37,18,1175315,1877455,2015,02-10-2018 15:50,41.81911462,-87.63238815,"(41.81911462, -87.632388151)",#ff005a,#eb0c83
10231827,HY419268,09-10-2015 16:20,070XX S MAY ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,733,7,17,68,08B,1169866,1858215,2015,02-10-2018 15:50,41.76643811,-87.65293569,"(41.766438113, -87.652935688)",#A5FCD4,#6CFFBA
10231828,HY418293,09-11-2015 14:44,060XX S CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,825,8,15,66,08B,1158749,1864379,2015,02-10-2018 15:50,41.78358711,-87.69351576,"(41.783587113, -87.693515763)",#A5FCD4,#6CFFBA
10231829,HY419329,09-11-2015 01:30,059XX S ARCHER AVE,620,BURGLARY,UNLAWFUL ENTRY,ATHLETIC CLUB,TRUE,FALSE,811,8,23,56,5,1139053,1868478,2015,02-10-2018 15:50,41.79521497,-87.7656302,"(41.795214968, -87.765630195)",#FCE49C,#FBCF4F
10231830,HY419342,09-10-2015 14:00,026XX W DIVISION ST,870,THEFT,POCKET-PICKING,SIDEWALK,TRUE,FALSE,1211,12,26,24,6,1158656,1907880,2015,02-10-2018 15:50,41.90296062,-87.692667,"(41.902960623, -87.692666998)",#FE9A65,#FD7C37
10231832,HY419359,09-11-2015 15:00,063XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,312,3,20,42,18,1182651,1863205,2015,02-10-2018 15:50,41.77984407,-87.60591957,"(41.779844069, -87.605919565)",#ff005a,#eb0c83
10231833,HY419345,09-11-2015 14:20,039XX N HARLEM AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,1632,16,38,17,18,1127356,1925546,2015,02-10-2018 15:50,41.95202227,-87.80724168,"(41.952022271, -87.807241681)",#ff005a,#eb0c83
10231834,HY419347,09-10-2015 13:30,076XX S ASHLAND AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,611,6,17,71,08A,1166999,1854155,2015,02-10-2018 15:50,41.75535868,-87.66356019,"(41.755358678, -87.663560189)",#AB96FF,#7251F9
10231835,HY418057,08/13/2015 09:00:00 AM,073XX S PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,735,7,17,67,11,1166281,1856129,2015,02-10-2018 15:50,41.76079092,-87.66613537,"(41.760790915, -87.666135373)",#CFFC8F,#B6FA54
10231836,HY419299,09-11-2015 09:00,010XX W 14TH ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,1232,12,25,28,2,1169620,1893567,2015,02-10-2018 15:50,41.86345299,-87.6528112,"(41.863452992, -87.652811198)",#N/A,#N/A
10231837,HY418968,09-10-2015 10:30,044XX N ASHLAND AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,TRUE,1912,19,47,3,6,1164855,1929602,2015,02-10-2018 15:50,41.96243771,-87.66927893,"(41.962437714, -87.669278926)",#FE9A65,#FD7C37
10231838,HY419081,09-11-2015 14:00,013XX N BELL AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,1424,14,1,24,6,1161162,1908861,2015,02-10-2018 15:50,41.90560084,-87.68343468,"(41.905600837, -87.683434677)",#FE9A65,#FD7C37
10231839,HY419387,09-10-2015 17:50,016XX N DAMEN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1434,14,32,24,6,1162762,1911129,2015,02-10-2018 15:50,41.91179098,-87.67749364,"(41.911790978, -87.677493635)",#FE9A65,#FD7C37
10231840,HY418357,07/15/2015 04:00:00 PM,007XX E 83RD PL,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,632,6,6,44,6,1182739,1850052,2015,02-10-2018 15:50,41.74374887,-87.60600466,"(41.743748867, -87.606004664)",#FE9A65,#FD7C37
10231842,HY419365,09-11-2015 12:55,055XX W JACKSON BLVD,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,TRUE,TRUE,1522,15,29,25,04B,1139529,1898123,2015,02-10-2018 15:50,41.87655669,-87.76316307,"(41.876556686, -87.763163065)",#A5FCD4,#6CFFBA
10231843,HY419261,09-11-2015 13:00,008XX W EASTWOOD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1914,19,46,3,26,1169806,1931096,2015,02-10-2018 15:50,41.96643056,-87.65103242,"(41.966430564, -87.651032417)",#95FDEA,#5FFCE0
10231845,HY419388,09-11-2015 12:29,053XX N LINCOLN AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,HOTEL/MOTEL,TRUE,FALSE,2011,20,40,4,18,1158476,1935244,2015,02-10-2018 15:50,41.97805291,-87.69257686,"(41.978052908, -87.692576858)",#ff005a,#eb0c83
11027485,HY419307,11/15/2007 12:00:00 AM,115XX S WENTWORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,522,5,34,53,11,,,2007,07/29/2017 03:56:00 PM,,,,#CFFC8F,#B6FA54
10231846,JA358748,09-11-2015 09:00,027XX W ROOSEVELT RD,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1023,10,28,29,6,1158085,1894596,2015,02-10-2018 15:50,41.86651978,-87.69512728,"(41.866519776, -87.695127279)",#FE9A65,#FD7C37
10231847,HY419369,09-11-2015 11:40,068XX S PARNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,722,7,6,68,14,1173749,1859598,2015,02-10-2018 15:50,41.77014806,-87.63866214,"(41.770148057, -87.638662143)",#FF785A,#FC4B24
10231848,HY419117,09-11-2015 13:04,009XX N LARRABEE ST,1090,ARSON,ATTEMPT ARSON,SMALL RETAIL STORE,TRUE,FALSE,1823,18,27,8,9,1172176,1906606,2015,02-10-2018 15:50,41.89917689,-87.64304338,"(41.899176885, -87.64304338)",#737BFF,#0915CF
10231850,HY419286,09-11-2015 13:05,008XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1915,19,46,3,6,1169789,1926761,2015,02-10-2018 15:50,41.95453556,-87.6512218,"(41.954535555, -87.651221802)",#FE9A65,#FD7C37
11043834,HY419318,08-02-2017 06:02,004XX W ALDINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1925,19,44,6,11,,,2017,08-09-2017 15:51,,,,#CFFC8F,#B6FA54
11244267,JA377958,01-01-2017 00:01,009XX N SACRAMENTO BLVD,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,1211,12,26,23,17,,,2017,03/21/2018 03:58:51 PM,,,,#8FBDFF,#1B73F3
10231851,JB169907,06/28/2015 12:00:00 AM,041XX W 24TH PL,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,TRUE,TRUE,1013,10,22,30,2,1149350,1887404,2015,02-10-2018 15:50,41.84695776,-87.72738092,"(41.846957764, -87.72738092)",#FF8861,#FF521B
10231852,HY419412,09-06-2015 21:00,037XX N BROADWAY,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1925,19,46,6,7,1170547,1924882,2015,02-10-2018 15:50,41.94936292,-87.6484905,"(41.949362924, -87.648490496)",#F9B0A5,#DE7E6F
10231853,HY419204,09-11-2015 14:00,003XX N PINE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1523,15,28,25,26,1139436,1901858,2015,02-10-2018 15:50,41.8868077,-87.76341347,"(41.886807703, -87.763413465)",#EF511F,#B63208
10231854,HY419277,09-11-2015 16:09,015XX N FREMONT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1822,18,43,8,14,1169954,1910618,2015,02-10-2018 15:50,41.91023482,-87.65108747,"(41.910234821, -87.651087472)",#FF785A,#FC4B24
10231856,HY419431,09-11-2015 10:30,057XX W MADISON ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1513,15,29,25,18,1138058,1899436,2015,02-10-2018 15:50,41.88018642,-87.76853246,"(41.880186421, -87.768532463)",#ff005a,#eb0c83
10231858,HY419003,09-11-2015 15:10,036XX W 112TH PL,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,FALSE,FALSE,2211,22,19,74,20,1154297,1829734,2015,02-10-2018 15:50,41.68860501,-87.71075736,"(41.688605012, -87.710757363)",#FAEB70,#F7DE06
10231859,HY419410,09-11-2015 14:40,019XX E 87TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,412,4,8,45,18,1190588,1847672,2015,02-10-2018 15:50,41.73703228,-87.57732234,"(41.737032276, -87.577322335)",#ff005a,#eb0c83
10231860,HY419357,09-11-2015 15:40,0000X S STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,112,1,42,32,6,1176392,1900186,2015,02-10-2018 15:50,41.88146594,-87.62775219,"(41.881465939, -87.627752187)",#FE9A65,#FD7C37
10231861,HY419417,09-11-2015 15:05,053XX S OAK PARK AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,811,8,23,56,26,1131955,1868425,2015,02-10-2018 15:50,41.79519521,-87.7916605,"(41.795195207, -87.791660496)",#EF511F,#B63208
10231862,HY419368,09-08-2015 23:00,061XX S KEDZIE AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,823,8,15,66,6,1156102,1863920,2015,02-10-2018 15:50,41.78238119,-87.70323301,"(41.78238119, -87.703233008)",#FE9A65,#FD7C37
10231863,HY419459,09-11-2015 15:00,014XX W 71ST PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,734,7,17,67,08B,1167951,1857332,2015,09/24/2015 07:50:13 PM,41.7640564,-87.65998022,"(41.7640564, -87.659980217)",#A5FCD4,#6CFFBA
10231864,HY419384,09-11-2015 11:00,070XX W 63RD ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,812,8,23,64,5,1130536,1861925,2015,02-10-2018 15:50,41.77738239,-87.7970128,"(41.777382388, -87.7970128)",#FCE49C,#FBCF4F
10231865,HY419451,09-11-2015 15:35,059XX W DIVISION ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,2531,25,29,25,18,1136660,1907385,2015,09/24/2015 07:50:13 PM,41.90202464,-87.7734754,"(41.902024637, -87.773475398)",#ff005a,#eb0c83
10231866,HY419398,09-11-2015 15:53,026XX W HIRSCH ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,FALSE,FALSE,1423,14,26,24,24,1158380,1909207,2015,02-10-2018 15:50,41.90660767,-87.69364445,"(41.906607673, -87.693644452)",#N/A,#N/A
