city,crime_name,2011,2012,2013,2014,avg
Faridabad,Kidnapping for ransom,,,,0,0
Faridabad,Kidnapping of others,,1.1,,0,1.1
Faridabad,Making or possessing materials for forged currency or bank notes,,,,0,0
Faridabad,Making or using documents resembling currency notes or bank notes,,,,0,0
Faridabad,Making preparation and assembly for committing dacoity,,,,0.3,0.3
Faridabad,Murder,4.3,5.1,4.3,4.6,5
Faridabad,Offences against state,,,,0,0
Faridabad,Offences promoting enmity between different groups,,,,0,0
Faridabad,Offences related to counterfeit coin,,,,0,0
Faridabad,Other IPC crimes,111.7,101.6,108.8,121.6,113.7
Faridabad,Other cases of assault on women to outrage her modesty,,,,3.1,3.1
Faridabad,Other caste conflict riots,,,,0,0
Faridabad,Other kidnapping & abduction,,,,13.6,13.6
Faridabad,Other rape,8.3,7.2,9.9,0.2,6.7
Faridabad,Other rape other than custodial,,,,13.5,13.5
Faridabad,Other theft,34,23.1,19.1,24.4,26.2
Faridabad,Political riots,,,,0,0
Faridabad,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Faridabad,Preparation & assembly for dacoity,2.8,1.1,0.5,0,2.8
Faridabad,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Faridabad,Rape,8.3,7.2,9.9,15.4,9.7
Faridabad,Rape other than custodial,,,,15.4,15.4
Faridabad,Riots,12.3,13.4,13,14.7,14.1
Faridabad,Riots others,,,,0,0
Faridabad,Robbery,2.6,2.4,2.4,2.8,2.4
Faridabad,SCs-STs vs Non-SCs-STs riots,,,,0,0
Faridabad,Sectarian riots,,,,0,0
Faridabad,Sedition,,,,0,0
Faridabad,Sexual harassment,,,,5.4,5.4
Faridabad,Sexual harassment and molestation of women,13.8,17.6,22.3,16.8,17.3
Faridabad,Stalking,,,,2.6,2.6
Faridabad,Student riots,,,,0,0
Faridabad,Theft,136.4,129.5,125.5,148,139.6
Faridabad,Total cognizable crimes under IPC,381.3,357.5,374.7,427,401.4
Faridabad,Unlawful assembly,,,,0,0
Faridabad,Unnatural offences,,,,0.4,0.4
Faridabad,Use of criminal force with intent to disrobe women,,,,3.2,3.2
Faridabad,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0.3,0.3
Faridabad,Voyeurism,,,,0.2,0.2
Ghaziabad,Acid attack,,,,0,0
Ghaziabad,Agrarian riots,,,,0,0
Ghaziabad,Arson,0,0,0,0,0
Ghaziabad,Assault on women with intent to outrage her modesty,3.2,3.1,11.3,15.2,8.2
Ghaziabad,Attempt to acid attack,,,,0,0
Ghaziabad,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Ghaziabad,Attempt to commit murder,3,2.6,2.6,2.6,2.7
Ghaziabad,Attempt to commit rape,,,,0,0
Ghaziabad,Auto theft,88.6,74.3,79.8,84.7,81.8
Ghaziabad,Burglary,7.2,6.8,6.1,5.2,6.3
Ghaziabad,Caste conflict riots,,,,0,0
Ghaziabad,Causing death by negligence,10.2,8.2,10,9.7,9.5
Ghaziabad,Causing injuries under rash driving or road rage,,,,13.2,13.2
Ghaziabad,Cheating,12.9,9.6,12.3,13.9,12.2
Ghaziabad,Communal riots,,,,0,0
Ghaziabad,Counterfeit currency & bank notes total,,,,0,0
Ghaziabad,Counterfeiting,0.1,0.2,0.4,0,0.2
Ghaziabad,Counterfeiting currency - notes or bank notes,,,,0,0
Ghaziabad,Counterfeiting government stamp,,,,0,0
Ghaziabad,Criminal breach of trust,4.7,3.6,2.8,5.3,4.1
Ghaziabad,Criminal trespass or burglary,,,,5.2,5.2
Ghaziabad,Cruelty by husband or his relatives,12.3,20.1,43.2,50.9,31.6
Ghaziabad,Culpable homicide not amounting to murder,0.8,0.8,1.2,0.8,0.9
Ghaziabad,Custodial rape,0,0,0,0,0
Ghaziabad,Dacoity,0.1,0.1,0.2,0.3,0.2
Ghaziabad,Dacoity with murder,,,,0,0
Ghaziabad,Deaths due to other causes,,,,0.7,0.7
Ghaziabad,Deaths due to rash or negligent driving,,,,9,9
Ghaziabad,Disclosure of identity of victims,,,,0,0
Ghaziabad,Dowry deaths,2,2,2.3,1.5,1.9
Ghaziabad,Extortion,,,,1,1
Ghaziabad,Forgery,,,,0,0
Ghaziabad,Gang rape,,,,0,0
Ghaziabad,Gang rape other than custodial,,,,0.4,0.4
Ghaziabad,Grievous hurt,,,,0.3,0.3
Ghaziabad,House trespass & house breaking,,,,0,0
Ghaziabad,Human trafficking,,,,0,0
Ghaziabad,Hurt,0.4,0.3,1.4,0.4,0.6
Ghaziabad,Importation of girls from foreign country,0,0,0,0,0
Ghaziabad,Imputation or assertions prejudicial to national integration,,,,0,0
Ghaziabad,Industrial riots,,,,0,0
Ghaziabad,Insult to modesty of women at office premises,,,,0,0
Ghaziabad,Insult to modesty of women at other places,,,,0.7,0.7
Ghaziabad,Insult to modesty of women in other places related to work,,,,0,0
Ghaziabad,Insult to modesty of women in public transport system,,,,0,0
Ghaziabad,Insult to the modesty of women,4.3,3.4,0,0.7,2.1
Ghaziabad,Kidnapping,,,,3.4,3.4
Ghaziabad,Kidnapping & abduction,5.5,6.4,8.2,11.7,7.9
Ghaziabad,Kidnapping & abduction in order to murder,,,,2.3,2.3
Ghaziabad,Kidnapping & abduction of others,1.1,,1.7,0,1.4
Ghaziabad,Kidnapping & abduction of women and girls,9.3,11.8,13.9,0,11.7
Ghaziabad,Kidnapping & abduction of women to compel her for marriage,,,,12.8,12.8
Ghaziabad,Kidnapping for ransom,,,,0,0
Ghaziabad,Kidnapping of others,,0.9,,0,0.9
Ghaziabad,Making or possessing materials for forged currency or bank notes,,,,0,0
Ghaziabad,Making or using documents resembling currency notes or bank notes,,,,0,0
Ghaziabad,Making preparation and assembly for committing dacoity,,,,0.2,0.2
Ghaziabad,Murder,3.5,2.7,1.8,3.1,2.8
Ghaziabad,Offences against state,,,,0,0
Ghaziabad,Offences promoting enmity between different groups,,,,0.1,0.1
Ghaziabad,Offences related to counterfeit coin,,,,0,0
Ghaziabad,Other IPC crimes,57.6,70.8,91.7,71.2,72.8
Ghaziabad,Other cases of assault on women to outrage her modesty,,,,1.7,1.7
Ghaziabad,Other caste conflict riots,,,,0,0
Ghaziabad,Other kidnapping & abduction,,,,0,0
Ghaziabad,Other rape,0.5,1.4,4.6,0.1,1.6
Ghaziabad,Other rape other than custodial,,,,6.4,6.4
Ghaziabad,Other theft,21.6,18,23.4,22.9,21.5
Ghaziabad,Political riots,,,,0,0
Ghaziabad,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Ghaziabad,Preparation & assembly for dacoity,0,0.5,0.3,0,0.3
Ghaziabad,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0.1,0.1
Ghaziabad,Rape,0.5,1.4,4.6,6.8,3.3
Ghaziabad,Rape other than custodial,,,,6.8,6.8
Ghaziabad,Riots,2.8,1.4,1.4,1.6,1.8
Ghaziabad,Riots others,,,,1.6,1.6
Ghaziabad,Robbery,3.2,2.7,2.6,3.1,2.9
Ghaziabad,SCs-STs vs Non-SCs-STs riots,,,,0,0
Ghaziabad,Sectarian riots,,,,0,0
Ghaziabad,Sedition,,,,0,0
Ghaziabad,Sexual harassment,,,,7.5,7.5
Ghaziabad,Sexual harassment and molestation of women,7.4,6.4,11.3,16,10.3
Ghaziabad,Stalking,,,,4.2,4.2
Ghaziabad,Student riots,,,,0,0
Ghaziabad,Theft,110.2,92.3,103.2,107.6,103.3
Ghaziabad,Total cognizable crimes under IPC,232.6,222.7,275,286.4,254.2
Ghaziabad,Unlawful assembly,,,,0,0
Ghaziabad,Unnatural offences,,,,0.1,0.1
Ghaziabad,Use of criminal force with intent to disrobe women,,,,1.7,1.7
Ghaziabad,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Ghaziabad,Voyeurism,,,,0.1,0.1
Gwalior,Acid attack,,,,0,0
Gwalior,Agrarian riots,,,,0,0
Gwalior,Arson,1,1,1.1,0.9,1
Gwalior,Assault on women with intent to outrage her modesty,18.9,21.4,51.1,53,36.1
Gwalior,Attempt to acid attack,,,,0,0
Gwalior,Attempt to commit culpable homicide not amounting to murder,,,,0.4,0.4
Gwalior,Attempt to commit murder,8.8,10.5,8.7,7.4,8.8
Gwalior,Attempt to commit rape,,,,0.2,0.2
Gwalior,Auto theft,139.2,140.7,108.6,111.3,124.9
Gwalior,Burglary,61.5,55.4,58.9,48.6,56.1
Gwalior,Caste conflict riots,,,,0,0
Gwalior,Causing death by negligence,12.3,12,11.2,11.4,11.7
Gwalior,Causing injuries under rash driving or road rage,,,,126,126
Gwalior,Cheating,11.7,11.3,8.5,11,10.6
Gwalior,Communal riots,,,,0,0
Gwalior,Counterfeit currency & bank notes total,,,,0,0
Gwalior,Counterfeiting,0.2,0.1,0.1,0,0.1
Gwalior,Counterfeiting currency - notes or bank notes,,,,0,0
Gwalior,Counterfeiting government stamp,,,,0,0
Gwalior,Criminal breach of trust,3.1,2.9,3.1,4.6,3.4
Gwalior,Criminal trespass or burglary,,,,43.6,43.6
Gwalior,Cruelty by husband or his relatives,25.9,29.2,68.6,68.6,48.1
Gwalior,Culpable homicide not amounting to murder,1.6,1.5,0.7,1.1,1.2
Gwalior,Custodial rape,0,0,0,0,0
Gwalior,Dacoity,0.6,0.3,0.3,0.5,0.4
Gwalior,Dacoity with murder,,,,0,0
Gwalior,Deaths due to other causes,,,,0,0
Gwalior,Deaths due to rash or negligent driving,,,,11.4,11.4
Gwalior,Disclosure of identity of victims,,,,0,0
Gwalior,Dowry deaths,4.3,4.9,4.5,5.5,4.8
Gwalior,Extortion,,,,2.2,2.2
Gwalior,Forgery,,,,0.3,0.3
Gwalior,Gang rape,,,,0,0
Gwalior,Gang rape other than custodial,,,,1.9,1.9
Gwalior,Grievous hurt,,,,3.3,3.3
Gwalior,House trespass & house breaking,,,,5.1,5.1
Gwalior,Human trafficking,,,,0.1,0.1
Gwalior,Hurt,64.1,42.4,38.3,3.3,37
Gwalior,Importation of girls from foreign country,0,0,0,0,0
Gwalior,Imputation or assertions prejudicial to national integration,,,,0,0
Gwalior,Industrial riots,,,,0,0
Gwalior,Insult to modesty of women at office premises,,,,0,0
Gwalior,Insult to modesty of women at other places,,,,3.7,3.7
Gwalior,Insult to modesty of women in other places related to work,,,,0,0
Gwalior,Insult to modesty of women in public transport system,,,,0,0
Gwalior,Insult to the modesty of women,2.5,2.1,8.8,3.7,4.3
Gwalior,Kidnapping,,,,6.2,6.2
Gwalior,Kidnapping & abduction,6.4,5.7,5,17.2,8.6
Gwalior,Kidnapping & abduction in order to murder,,,,0.1,0.1
Gwalior,Kidnapping & abduction of others,0.5,,1,0,0.8
Gwalior,Kidnapping & abduction of women and girls,12.7,10.9,8.6,0,10.7
Gwalior,Kidnapping & abduction of women to compel her for marriage,,,,5.8,5.8
Gwalior,Kidnapping for ransom,,,,0.2,0.2
Gwalior,Kidnapping of others,,0.6,,0,0.6
Gwalior,Making or possessing materials for forged currency or bank notes,,,,0,0
Gwalior,Making or using documents resembling currency notes or bank notes,,,,0,0
Gwalior,Making preparation and assembly for committing dacoity,,,,3.1,3.1
Gwalior,Murder,6.1,4.6,5.3,3.7,4.9
Gwalior,Offences against state,,,,0,0
Gwalior,Offences promoting enmity between different groups,,,,0.1,0.1
Gwalior,Offences related to counterfeit coin,,,,0,0
Gwalior,Other IPC crimes,307.6,305.2,342.1,377.2,333
Gwalior,Other cases of assault on women to outrage her modesty,,,,36.6,36.6
Gwalior,Other caste conflict riots,,,,0,0
Gwalior,Other kidnapping & abduction,,,,8,8
Gwalior,Other rape,9.4,11.7,22.8,0.2,11
Gwalior,Other rape other than custodial,,,,18.7,18.7
Gwalior,Other theft,35.8,39.4,31,35.9,35.5
Gwalior,Political riots,,,,0,0
Gwalior,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Gwalior,Preparation & assembly for dacoity,0.6,1.3,5.8,0,2.6
Gwalior,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0.1,0.1
Gwalior,Rape,9.4,11.7,22.8,20.7,16.1
Gwalior,Rape other than custodial,,,,20.7,20.7
Gwalior,Riots,6.1,5.4,4.7,6.2,5.6
Gwalior,Riots others,,,,6.2,6.2
Gwalior,Robbery,14.1,14.1,9.7,6.7,11.2
Gwalior,SCs-STs vs Non-SCs-STs riots,,,,0,0
Gwalior,Sectarian riots,,,,0,0
Gwalior,Sedition,,,,0,0
Gwalior,Sexual harassment,,,,9.2,9.2
Gwalior,Sexual harassment and molestation of women,21.4,23.6,59.8,56.7,40.4
Gwalior,Stalking,,,,5.3,5.3
Gwalior,Student riots,,,,0,0
Gwalior,Theft,175,180.1,139.7,147.2,160.5
Gwalior,Total cognizable crimes under IPC,709.3,686.1,715.6,850.2,740.3
Gwalior,Unlawful assembly,,,,0,0
Gwalior,Unnatural offences,,,,0.5,0.5
Gwalior,Use of criminal force with intent to disrobe women,,,,1.9,1.9
Gwalior,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Gwalior,Voyeurism,,,,0,0
Hyderabad,Acid attack,,,,0,0
Hyderabad,Agrarian riots,,,,0,0
Hyderabad,Arson,0.6,1.3,0.8,0.3,0.7
Hyderabad,Assault on women with intent to outrage her modesty,4.2,3.9,6,10.4,5.8
Hyderabad,Attempt to acid attack,,,,0,0
Hyderabad,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Hyderabad,Attempt to commit murder,1.8,2.1,1.9,2.1,2.1
Hyderabad,Attempt to commit rape,,,,0.1,0.1
Hyderabad,Auto theft,23.5,17.7,17.5,18,20.9
Hyderabad,Burglary,8.9,8.3,8.5,9.7,10.4
Hyderabad,Caste conflict riots,,,,0.1,0.1
Hyderabad,Causing death by negligence,6.5,6.5,6.8,5.7,7.1
Hyderabad,Causing injuries under rash driving or road rage,,,,29.1,29.1
Hyderabad,Cheating,24.1,27.5,30.7,33,30.4
Hyderabad,Communal riots,,,,0.1,0.1
Hyderabad,Counterfeit currency & bank notes total,,,,0.5,0.5
Hyderabad,Counterfeiting,0.6,0.3,0.6,0.5,0.5
Hyderabad,Counterfeiting currency - notes or bank notes,,,,0.1,0.1
Hyderabad,Counterfeiting government stamp,,,,0,0
Hyderabad,Criminal breach of trust,1,0.9,1,1.3,1.2
Hyderabad,Criminal trespass or burglary,,,,7.9,7.9
Hyderabad,Cruelty by husband or his relatives,36,35.6,39.3,34.2,36.6
Hyderabad,Culpable homicide not amounting to murder,0.1,0.1,0.1,0.1,0.1
Hyderabad,Custodial rape,0,0,0,0,0
Hyderabad,Dacoity,0.1,0.2,0.1,0.1,0.1
Hyderabad,Dacoity with murder,,,,0,0
Hyderabad,Deaths due to other causes,,,,0.3,0.3
Hyderabad,Deaths due to rash or negligent driving,,,,5.4,5.4
Hyderabad,Disclosure of identity of victims,,,,0,0
Hyderabad,Dowry deaths,1,0.6,1,0.6,0.9
Hyderabad,Extortion,,,,0.6,0.6
Hyderabad,Forgery,,,,0.6,0.6
Hyderabad,Gang rape,,,,0,0
Hyderabad,Gang rape other than custodial,,,,0,0
Hyderabad,Grievous hurt,,,,1.5,1.5
Hyderabad,House trespass & house breaking,,,,1.8,1.8
Hyderabad,Human trafficking,,,,0.1,0.1
Hyderabad,Hurt,43,43.6,39.9,1.5,38
Hyderabad,Importation of girls from foreign country,0,0,0,0,0
Hyderabad,Imputation or assertions prejudicial to national integration,,,,0,0
Hyderabad,Industrial riots,,,,0,0
Hyderabad,Insult to modesty of women at office premises,,,,0.1,0.1
Hyderabad,Insult to modesty of women at other places,,,,1.6,1.6
Hyderabad,Insult to modesty of women in other places related to work,,,,0.6,0.6
Hyderabad,Insult to modesty of women in public transport system,,,,0,0
Hyderabad,Insult to the modesty of women,2.5,3.7,2.4,2.3,2.5
Hyderabad,Kidnapping,,,,3,3
Hyderabad,Kidnapping & abduction,1.2,1.1,1.7,4.8,2.2
Hyderabad,Kidnapping & abduction in order to murder,,,,0,0
Hyderabad,Kidnapping & abduction of others,0.7,,1,0,1
Hyderabad,Kidnapping & abduction of women and girls,1,0.8,1.4,0,1.1
Hyderabad,Kidnapping & abduction of women to compel her for marriage,,,,0.2,0.2
Hyderabad,Kidnapping for ransom,,,,0,0
Hyderabad,Kidnapping of others,,0.7,,0,0.7
Hyderabad,Making or possessing materials for forged currency or bank notes,,,,0,0
Hyderabad,Making or using documents resembling currency notes or bank notes,,,,0,0
Hyderabad,Making preparation and assembly for committing dacoity,,,,0,0
Hyderabad,Murder,1.5,1.3,1.5,1.5,1.6
Hyderabad,Offences against state,,,,0,0
Hyderabad,Offences promoting enmity between different groups,,,,0,0
Hyderabad,Offences related to counterfeit coin,,,,0,0
Hyderabad,Other IPC crimes,30.4,37.8,36.6,72.1,45.8
Hyderabad,Other cases of assault on women to outrage her modesty,,,,5.7,5.7
Hyderabad,Other caste conflict riots,,,,0.1,0.1
Hyderabad,Other kidnapping & abduction,,,,1.7,1.7
Hyderabad,Other rape,1.6,2,2.7,0,1.5
Hyderabad,Other rape other than custodial,,,,3.3,3.3
Hyderabad,Other theft,33.5,30,36.3,37,39.6
Hyderabad,Political riots,,,,0,0
Hyderabad,Possession of forged or counterfeiting currency or bank notes,,,,0.1,0.1
Hyderabad,Preparation & assembly for dacoity,0,0,0,0,0
Hyderabad,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Hyderabad,Rape,1.6,2,2.7,3.3,2.2
Hyderabad,Rape other than custodial,,,,3.3,3.3
Hyderabad,Riots,2.8,4.6,1.5,0.7,3.8
Hyderabad,Riots others,,,,0.4,0.4
Hyderabad,Robbery,0.5,0.7,0.6,0.7,0.7
Hyderabad,SCs-STs vs Non-SCs-STs riots,,,,0,0
Hyderabad,Sectarian riots,,,,0,0
Hyderabad,Sedition,,,,0,0
Hyderabad,Sexual harassment,,,,3.1,3.1
Hyderabad,Sexual harassment and molestation of women,6.6,7.6,8.4,12.8,8.3
Hyderabad,Stalking,,,,0.9,0.9
Hyderabad,Student riots,,,,0.2,0.2
Hyderabad,Theft,57,47.7,53.8,55.1,60.5
Hyderabad,Total cognizable crimes under IPC,202.1,206.4,211.1,244.4,236.2
Hyderabad,Unlawful assembly,,,,0.1,0.1
Hyderabad,Unnatural offences,,,,0.1,0.1
Hyderabad,Use of criminal force with intent to disrobe women,,,,0.5,0.5
Hyderabad,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0.3,0.3
Hyderabad,Voyeurism,,,,0.3,0.3
India,Acid attack,,,,0,0
India,Agrarian riots,,,,0.1,0.1
India,Arson,0.7,1,0.8,0.7,0.8
India,Assault on women with intent to outrage her modesty,7.3,7.7,11.9,13.7,9.5
India,Attempt to acid attack,,,,0,0
India,Attempt to commit culpable homicide not amounting to murder,,,,0.4,0.4
India,Attempt to commit murder,2.6,2.9,2.9,3.4,2.9
India,Attempt to commit rape,,,,0.7,0.7
India,Auto theft,12.5,12.7,13.5,14.9,13.2
India,Burglary,7.6,7.7,8.5,9.2,8.1
India,Caste conflict riots,,,,0.1,0.1
India,Causing death by negligence,9,8.9,9.1,10.4,9.3
India,Causing injuries under rash driving or road rage,,,,32.9,32.9
India,Cheating,7.2,7.8,8.7,8.8,7.8
India,Communal riots,,,,0.1,0.1
India,Counterfeit currency & bank notes total,,,,0.1,0.1
India,Counterfeiting,0.2,0.2,0.2,0.2,0.2
India,Counterfeiting currency - notes or bank notes,,,,0.1,0.1
India,Counterfeiting government stamp,,,,0,0
India,Criminal breach of trust,1.4,1.5,1.6,1.6,1.5
India,Criminal trespass or burglary,,,,6.8,6.8
India,Cruelty by husband or his relatives,16.9,18.2,20.1,20.5,18.3
India,Culpable homicide not amounting to murder,0.3,0.3,0.7,0.3,0.4
India,Custodial rape,0,0,0,0,0
India,Dacoity,0.4,0.4,0.4,0.4,0.4
India,Dacoity with murder,,,,0,0
India,Deaths due to other causes,,,,0.5,0.5
India,Deaths due to rash or negligent driving,,,,9.8,9.8
India,Disclosure of identity of victims,,,,0,0
India,Dowry deaths,1.5,1.4,1.4,1.4,1.4
India,Extortion,,,,0.7,0.7
India,Forgery,,,,0.9,0.9
India,Gang rape,,,,0,0
India,Gang rape other than custodial,,,,0.4,0.4
India,Grievous hurt,,,,8.4,8.4
India,House trespass & house breaking,,,,2.4,2.4
India,Human trafficking,,,,0.1,0.1
India,Hurt,25,27.4,27.2,8.5,22.5
India,Importation of girls from foreign country,0,0,0,0,0
India,Imputation or assertions prejudicial to national integration,,,,0,0
India,Industrial riots,,,,0,0
India,Insult to modesty of women at office premises,,,,0,0
India,Insult to modesty of women at other places,,,,1.5,1.5
India,Insult to modesty of women in other places related to work,,,,0.1,0.1
India,Insult to modesty of women in public transport system,,,,0,0
India,Insult to the modesty of women,1.5,1.6,2.1,1.6,1.7
India,Kidnapping,,,,2,2
India,Kidnapping & abduction,3.7,3.9,5.3,6.2,4.5
India,Kidnapping & abduction in order to murder,,,,0.1,0.1
India,Kidnapping & abduction of others,0.8,,1.1,0,0.9
India,Kidnapping & abduction of women and girls,6.1,6.5,28.8,0,11.6
India,Kidnapping & abduction of women to compel her for marriage,,,,5.1,5.1
India,Kidnapping for ransom,,,,0.1,0.1
India,Kidnapping of others,,0.8,,0,0.8
India,Making or possessing materials for forged currency or bank notes,,,,0,0
India,Making or using documents resembling currency notes or bank notes,,,,0,0
India,Making preparation and assembly for committing dacoity,,,,0.2,0.2
India,Murder,2.8,2.8,2.7,2.7,2.8
India,Offences against state,,,,0,0
India,Offences promoting enmity between different groups,,,,0,0
India,Offences related to counterfeit coin,,,,0,0
India,Other IPC crimes,79.8,79.6,88.9,75.8,80.4
India,Other cases of assault on women to outrage her modesty,,,,8.1,8.1
India,Other caste conflict riots,,,,0.1,0.1
India,Other dacoity,,,,0.3,0.3
India,Other kidnapping & abduction,,,,1.5,1.5
India,Other offences against state,,,,0,0
India,Other rape,4.1,4.2,5.7,0,3.6
India,Other rape other than custodial,,,,5.7,5.7
India,Other theft,15.7,15.1,16.8,20.5,16.7
India,Political riots,,,,0.1,0.1
India,Possession of forged or counterfeiting currency or bank notes,,,,0,0
India,Preparation & assembly for dacoity,0.2,0.3,0.3,0,0.2
India,"Promoting enmity between different groups on ground of religion, race, place of birth, etc",,,,0,0
India,Rape,4.1,4.2,5.7,6.1,4.8
India,Rape other than custodial,,,,6.1,6.1
India,Riots,5.7,6.2,5.9,5.3,5.8
India,Riots others,,,,4.9,4.9
India,Robbery,2,2.3,2.6,3.1,2.4
India,SCs-STs vs Non-SCs-STs riots,,,,0,0
India,Sectarian riots,,,,0,0
India,Sedition,,,,0,0
India,Sexual harassment,,,,3.7,3.7
India,Sexual harassment and molestation of women,8.8,9.3,14.2,15.5,11.3
India,Stalking,,,,0.8,0.8
India,Student riots,,,,0,0
India,Theft,28.2,27.8,30.3,35.4,29.9
India,Total cognizable crimes under IPC,192.2,196.7,215.5,229.2,204.2
India,Unlawful assembly,,,,0.8,0.8
India,Unnatural offences,,,,0.1,0.1
India,Use of criminal force with intent to disrobe women,,,,1.1,1.1
India,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0.1,0.1
India,Voyeurism,,,,0.1,0.1
Indore,Acid attack,,,,0.1,0.1
Indore,Agrarian riots,,,,0,0
Indore,Arson,1.7,2.4,2.1,1.8,1.8
Indore,Assault on women with intent to outrage her modesty,22.1,28.6,24.2,29,24.8
Indore,Attempt to acid attack,,,,0,0
Indore,Attempt to commit culpable homicide not amounting to murder,,,,0.1,0.1
Indore,Attempt to commit murder,5.1,6.1,8.4,8.4,7.2
Indore,Attempt to commit rape,,,,0.3,0.3
Indore,Auto theft,105.4,123.3,181.5,203.5,155.5
Indore,Burglary,39.8,48.1,58.2,64.1,50.4
Indore,Caste conflict riots,,,,0,0
Indore,Causing death by negligence,11.3,11.7,13,14.7,12.8
Indore,Causing injuries under rash driving or road rage,,,,190,190
Indore,Cheating,9.5,8.6,6.2,7.2,8.1
Indore,Communal riots,,,,0.1,0.1
Indore,Counterfeit currency & bank notes total,,,,0.2,0.2
Indore,Counterfeiting,0.1,0.3,0.4,0.2,0.4
Indore,Counterfeiting currency - notes or bank notes,,,,0.2,0.2
Indore,Counterfeiting government stamp,,,,0,0
Indore,Criminal breach of trust,1.7,1.3,1.2,1.4,1.6
Indore,Criminal trespass or burglary,,,,64.1,64.1
Indore,Cruelty by husband or his relatives,29.5,33.6,23.9,17.5,25.9
Indore,Culpable homicide not amounting to murder,0.1,0.1,0.3,0,0.1
Indore,Custodial rape,0,0,0,0,0
Indore,Dacoity,0,0.2,0.1,0,0.1
Indore,Dacoity with murder,,,,0,0
Indore,Deaths due to other causes,,,,0.9,0.9
Indore,Deaths due to rash or negligent driving,,,,13.8,13.8
Indore,Disclosure of identity of victims,,,,0,0
Indore,Dowry deaths,2,1.7,1.9,2.2,2.1
Indore,Extortion,,,,0,0
Indore,Forgery,,,,2.2,2.2
Indore,Gang rape,,,,0,0
Indore,Gang rape other than custodial,,,,1.1,1.1
Indore,Grievous hurt,,,,3.2,3.2
Indore,House trespass & house breaking,,,,0,0
Indore,Human trafficking,,,,0,0
Indore,Hurt,105.5,39,48.1,3.3,73.3
Indore,Importation of girls from foreign country,0.1,0,0,0,0
Indore,Imputation or assertions prejudicial to national integration,,,,0,0
Indore,Industrial riots,,,,0,0
Indore,Insult to modesty of women at office premises,,,,0.1,0.1
Indore,Insult to modesty of women at other places,,,,2.8,2.8
Indore,Insult to modesty of women in other places related to work,,,,0,0
Indore,Insult to modesty of women in public transport system,,,,0.1,0.1
Indore,Insult to the modesty of women,4.7,8.7,5.2,3,5.2
Indore,Kidnapping,,,,17.1,17.1
Indore,Kidnapping & abduction,2.7,2.2,14.7,20.3,8.3
Indore,Kidnapping & abduction in order to murder,,,,0,0
Indore,Kidnapping & abduction of others,0.6,,4.1,0,1.7
Indore,Kidnapping & abduction of women and girls,4.5,3.7,22.3,0,8.2
Indore,Kidnapping & abduction of women to compel her for marriage,,,,4.4,4.4
Indore,Kidnapping for ransom,,,,0.1,0.1
Indore,Kidnapping of others,,0.5,,0,0.5
Indore,Making or possessing materials for forged currency or bank notes,,,,0,0
Indore,Making or using documents resembling currency notes or bank notes,,,,0,0
Indore,Making preparation and assembly for committing dacoity,,,,0.1,0.1
Indore,Murder,4.9,3.8,3.5,4.1,4.2
Indore,Offences against state,,,,0,0
Indore,Offences promoting enmity between different groups,,,,0,0
Indore,Offences related to counterfeit coin,,,,0,0
Indore,Other IPC crimes,292.9,403.8,367.9,245.6,331.6
Indore,Other cases of assault on women to outrage her modesty,,,,17.8,17.8
Indore,Other caste conflict riots,,,,0,0
Indore,Other kidnapping & abduction,,,,0.9,0.9
Indore,Other rape,8.8,12,12.8,0,8
Indore,Other rape other than custodial,,,,16.8,16.8
Indore,Other theft,43.7,56.9,60.4,69.4,55.6
Indore,Political riots,,,,0,0
Indore,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Indore,Preparation & assembly for dacoity,0.3,0.1,0.1,0,0.3
Indore,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Indore,Rape,8.8,12,12.8,17.8,11.6
Indore,Rape other than custodial,,,,17.8,17.8
Indore,Riots,3.3,2.4,2,2.3,2.6
Indore,Riots others,,,,2.2,2.2
Indore,Robbery,9,11.7,9.2,13.1,11.2
Indore,SCs-STs vs Non-SCs-STs riots,,,,0,0
Indore,Sectarian riots,,,,0,0
Indore,Sedition,,,,0,0
Indore,Sexual harassment,,,,7.7,7.7
Indore,Sexual harassment and molestation of women,26.8,37.3,29.4,32,30.1
Indore,Stalking,,,,3,3
Indore,Student riots,,,,0,0
Indore,Theft,149.1,180.2,241.9,272.9,211.1
Indore,Total cognizable crimes under IPC,669.3,762.6,809.9,885.9,799.2
Indore,Unlawful assembly,,,,0.3,0.3
Indore,Unnatural offences,,,,0.3,0.3
