city,crime_name,2011,2012,2013,2014,avg
Kochi,Counterfeiting,0,0.1,0,0.1,0
Kochi,Counterfeiting currency - notes or bank notes,,,,0.1,0.1
Kochi,Counterfeiting government stamp,,,,0,0
Kochi,Criminal breach of trust,0.4,0.4,1.2,0.7,0.7
Kochi,Criminal trespass or burglary,,,,5.9,5.9
Kochi,Cruelty by husband or his relatives,12.6,11.8,11.9,15.4,13.1
Kochi,Culpable homicide not amounting to murder,0,0,0.1,0.1,0.1
Kochi,Custodial rape,0,0,0,0,0
Kochi,Dacoity,0.3,0.2,0.2,0.1,0.2
Kochi,Dacoity with murder,,,,0,0
Kochi,Deaths due to other causes,,,,0.1,0.1
Kochi,Deaths due to rash or negligent driving,,,,5.3,5.3
Kochi,Disclosure of identity of victims,,,,0,0
Kochi,Dowry deaths,0,0,0,0,0
Kochi,Extortion,,,,0.1,0.1
Kochi,Forgery,,,,0,0
Kochi,Gang rape,,,,0,0
Kochi,Gang rape other than custodial,,,,0,0
Kochi,Grievous hurt,,,,2.3,2.3
Kochi,House trespass & house breaking,,,,1.6,1.6
Kochi,Human trafficking,,,,0.1,0.1
Kochi,Hurt,17.8,21,21.8,2.3,16.7
Kochi,Importation of girls from foreign country,0,0,0,0,0
Kochi,Imputation or assertions prejudicial to national integration,,,,0,0
Kochi,Industrial riots,,,,0,0
Kochi,Insult to modesty of women at office premises,,,,0,0
Kochi,Insult to modesty of women at other places,,,,1.7,1.7
Kochi,Insult to modesty of women in other places related to work,,,,0,0
Kochi,Insult to modesty of women in public transport system,,,,0,0
Kochi,Insult to the modesty of women,3,1.5,2.1,1.7,2.1
Kochi,Kidnapping,,,,0,0
Kochi,Kidnapping & abduction,0.5,0.3,0.5,0.2,0.4
Kochi,Kidnapping & abduction in order to murder,,,,0,0
Kochi,Kidnapping & abduction of others,0,,0,0,0.1
Kochi,Kidnapping & abduction of women and girls,0.9,0.5,0.8,0,0.7
Kochi,Kidnapping & abduction of women to compel her for marriage,,,,0.1,0.1
Kochi,Kidnapping for ransom,,,,0,0
Kochi,Kidnapping of others,,0,,0,0
Kochi,Making or possessing materials for forged currency or bank notes,,,,0,0
Kochi,Making or using documents resembling currency notes or bank notes,,,,0,0
Kochi,Making preparation and assembly for committing dacoity,,,,0.4,0.4
Kochi,Murder,0.7,0.4,0.2,0.6,0.4
Kochi,Offences against state,,,,0,0
Kochi,Offences promoting enmity between different groups,,,,0.1,0.1
Kochi,Offences related to counterfeit coin,,,,0,0
Kochi,Other IPC crimes,1534.5,711.6,532.2,72.2,927.7
Kochi,Other cases of assault on women to outrage her modesty,,,,0,0
Kochi,Other caste conflict riots,,,,0,0
Kochi,Other kidnapping & abduction,,,,0.1,0.1
Kochi,Other rape,2.8,2.6,3.7,0,2.2
Kochi,Other rape other than custodial,,,,6,6
Kochi,Other theft,11.1,10.7,9.6,10.5,10.4
Kochi,Political riots,,,,0,0
Kochi,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Kochi,Preparation & assembly for dacoity,1.6,1.7,0.9,0,1.3
Kochi,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0.1,0.1
Kochi,Rape,2.8,2.6,3.7,6,3.4
Kochi,Rape other than custodial,,,,6,6
Kochi,Riots,16.2,18.6,15.7,2.7,14.2
Kochi,Riots others,,,,2.7,2.7
Kochi,Robbery,1.8,1.2,1.8,0.8,1.6
Kochi,SCs-STs vs Non-SCs-STs riots,,,,0,0
Kochi,Sectarian riots,,,,0,0
Kochi,Sedition,,,,0,0
Kochi,Sexual harassment,,,,14.7,14.7
Kochi,Sexual harassment and molestation of women,12.7,11.5,17.8,16.4,13.4
Kochi,Stalking,,,,0,0
Kochi,Student riots,,,,0,0
Kochi,Theft,14.5,14.5,14.5,15.6,15.3
Kochi,Total cognizable crimes under IPC,1636.4,817.9,636.3,806.8,1159
Kochi,Unlawful assembly,,,,6.6,6.6
Kochi,Unnatural offences,,,,0.6,0.6
Kochi,Use of criminal force with intent to disrobe women,,,,0,0
Kochi,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Kochi,Voyeurism,,,,0,0
Kolkata,Acid attack,,,,0,0
Kolkata,Agrarian riots,,,,0,0
Kolkata,Arson,0,0,0,0,0
Kolkata,Assault on women with intent to outrage her modesty,3.7,7.2,10.4,8.5,6.6
Kolkata,Attempt to acid attack,,,,0,0
Kolkata,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Kolkata,Attempt to commit murder,0.6,1.1,0.8,0.7,0.7
Kolkata,Attempt to commit rape,,,,0,0
Kolkata,Auto theft,3.8,4.7,4.8,5.2,4.5
Kolkata,Burglary,0.4,0.7,0.6,0.4,0.5
Kolkata,Caste conflict riots,,,,0,0
Kolkata,Causing death by negligence,2.9,3.6,3.2,3.3,3.1
Kolkata,Causing injuries under rash driving or road rage,,,,30.6,30.6
Kolkata,Cheating,11.5,14.9,14.5,13.6,12.8
Kolkata,Communal riots,,,,0,0
Kolkata,Counterfeit currency & bank notes total,,,,0.2,0.2
Kolkata,Counterfeiting,0.4,0.2,0.2,0.2,0.3
Kolkata,Counterfeiting currency - notes or bank notes,,,,0.1,0.1
Kolkata,Counterfeiting government stamp,,,,0,0
Kolkata,Criminal breach of trust,2.4,3,2.4,2.4,2.5
Kolkata,Criminal trespass or burglary,,,,0.3,0.3
Kolkata,Cruelty by husband or his relatives,8.2,12.7,14.8,16.8,11.7
Kolkata,Culpable homicide not amounting to murder,0.2,0.2,0.3,0.2,0.2
Kolkata,Custodial rape,0,0,0,0,0
Kolkata,Dacoity,0,0.1,0,0,0
Kolkata,Dacoity with murder,,,,0,0
Kolkata,Deaths due to other causes,,,,0.3,0.3
Kolkata,Deaths due to rash or negligent driving,,,,3,3
Kolkata,Disclosure of identity of victims,,,,0,0
Kolkata,Dowry deaths,0.2,0.3,0.2,0.2,0.2
Kolkata,Extortion,,,,1.2,1.2
Kolkata,Forgery,,,,0,0
Kolkata,Gang rape,,,,0,0
Kolkata,Gang rape other than custodial,,,,0.1,0.1
Kolkata,Grievous hurt,,,,6.4,6.4
Kolkata,House trespass & house breaking,,,,0.1,0.1
Kolkata,Human trafficking,,,,0.1,0.1
Kolkata,Hurt,16.1,24.9,24.8,6.4,17.5
Kolkata,Importation of girls from foreign country,0,0.1,0.1,0,0
Kolkata,Imputation or assertions prejudicial to national integration,,,,0,0
Kolkata,Industrial riots,,,,0,0
Kolkata,Insult to modesty of women at office premises,,,,0,0
Kolkata,Insult to modesty of women at other places,,,,4,4
Kolkata,Insult to modesty of women in other places related to work,,,,0,0
Kolkata,Insult to modesty of women in public transport system,,,,0.1,0.1
Kolkata,Insult to the modesty of women,2.1,5.5,6.1,4.2,4
Kolkata,Kidnapping,,,,0.8,0.8
Kolkata,Kidnapping & abduction,1,1.9,1.5,2.4,1.5
Kolkata,Kidnapping & abduction in order to murder,,,,0,0
Kolkata,Kidnapping & abduction of others,0.2,,0.5,0,0.3
Kolkata,Kidnapping & abduction of women and girls,1.7,3.1,2.1,0,2
Kolkata,Kidnapping & abduction of women to compel her for marriage,,,,1.6,1.6
Kolkata,Kidnapping for ransom,,,,0.1,0.1
Kolkata,Kidnapping of others,,0.4,,0,0.4
Kolkata,Making or possessing materials for forged currency or bank notes,,,,0,0
Kolkata,Making or using documents resembling currency notes or bank notes,,,,0,0
Kolkata,Making preparation and assembly for committing dacoity,,,,0.1,0.1
Kolkata,Murder,0.4,0.6,0.5,0.5,0.5
Kolkata,Offences against state,,,,0,0
Kolkata,Offences promoting enmity between different groups,,,,0,0
Kolkata,Offences related to counterfeit coin,,,,0,0
Kolkata,Other IPC crimes,50.4,77.3,84.1,73,67.4
Kolkata,Other cases of assault on women to outrage her modesty,,,,3.9,3.9
Kolkata,Other caste conflict riots,,,,0,0
Kolkata,Other kidnapping & abduction,,,,0.7,0.7
Kolkata,Other rape,0.7,1,1.1,0,0.7
Kolkata,Other rape other than custodial,,,,0.4,0.4
Kolkata,Other theft,21.2,30.5,30,27.2,25.7
Kolkata,Political riots,,,,0,0
Kolkata,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Kolkata,Preparation & assembly for dacoity,0.3,0.1,0.2,0,0.2
Kolkata,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Kolkata,Rape,0.7,1,1.1,0.5,0.8
Kolkata,Rape other than custodial,,,,0.5,0.5
Kolkata,Riots,2.4,2.8,2.6,2.2,2.4
Kolkata,Riots others,,,,2.2,2.2
Kolkata,Robbery,0.2,0.3,0.3,0.2,0.2
Kolkata,SCs-STs vs Non-SCs-STs riots,,,,0,0
Kolkata,Sectarian riots,,,,0,0
Kolkata,Sedition,,,,0,0
Kolkata,Sexual harassment,,,,2,2
Kolkata,Sexual harassment and molestation of women,5.9,12.7,16.5,12.7,10.6
Kolkata,Stalking,,,,1.7,1.7
Kolkata,Student riots,,,,0,0
Kolkata,Theft,25,35.1,34.8,32.4,30.2
Kolkata,Total cognizable crimes under IPC,121.5,179.8,186.5,185.4,158.1
Kolkata,Unlawful assembly,,,,0.8,0.8
Kolkata,Unnatural offences,,,,0,0
Kolkata,Use of criminal force with intent to disrobe women,,,,0.6,0.6
Kolkata,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Kolkata,Voyeurism,,,,0.4,0.4
Kollam,Acid attack,,,,0,0
Kollam,Agrarian riots,,,,0,0
Kollam,Arson,1.5,1.3,1.5,1.2,1.4
Kollam,Assault on women with intent to outrage her modesty,33.1,29.5,34.1,49.5,36.5
Kollam,Attempt to acid attack,,,,0,0
Kollam,Attempt to commit culpable homicide not amounting to murder,,,,4.9,4.9
Kollam,Attempt to commit murder,3.5,3.7,3.2,3.1,3.4
Kollam,Attempt to commit rape,,,,0,0
Kollam,Auto theft,8.1,8.8,5,5.9,7
Kollam,Burglary,9.5,11.9,10.5,8.6,10.1
Kollam,Caste conflict riots,,,,0,0
Kollam,Causing death by negligence,0.1,0,18.4,16.3,8.7
Kollam,Causing injuries under rash driving or road rage,,,,127.7,127.7
Kollam,Cheating,7.5,8.1,13.9,16.8,11.6
Kollam,Communal riots,,,,0,0
Kollam,Counterfeit currency & bank notes total,,,,0.2,0.2
Kollam,Counterfeiting,0,0.1,0.4,0.2,0.2
Kollam,Counterfeiting currency - notes or bank notes,,,,0.2,0.2
Kollam,Counterfeiting government stamp,,,,0,0
Kollam,Criminal breach of trust,1.3,0.5,0.7,0.8,0.8
Kollam,Criminal trespass or burglary,,,,0.8,0.8
Kollam,Cruelty by husband or his relatives,55,57.9,52.4,51,54.1
Kollam,Culpable homicide not amounting to murder,0.3,0.5,0.7,0.4,0.5
Kollam,Custodial rape,0,0,0,0,0
Kollam,Dacoity,0.4,0.3,0.3,0.2,0.3
Kollam,Dacoity with murder,,,,0,0
Kollam,Deaths due to other causes,,,,0,0
Kollam,Deaths due to rash or negligent driving,,,,16.3,16.3
Kollam,Disclosure of identity of victims,,,,0,0
Kollam,Dowry deaths,0.2,0.7,0.2,0.2,0.3
Kollam,Extortion,,,,0,0
Kollam,Forgery,,,,1.3,1.3
Kollam,Gang rape,,,,0,0
Kollam,Gang rape other than custodial,,,,0,0
Kollam,Grievous hurt,,,,11.9,11.9
Kollam,House trespass & house breaking,,,,7.7,7.7
Kollam,Human trafficking,,,,0,0
Kollam,Hurt,103.2,90.3,86.7,11.9,73
Kollam,Importation of girls from foreign country,0,0,0,0,0
Kollam,Imputation or assertions prejudicial to national integration,,,,0,0
Kollam,Industrial riots,,,,0,0
Kollam,Insult to modesty of women at office premises,,,,0,0
Kollam,Insult to modesty of women at other places,,,,2.2,2.2
Kollam,Insult to modesty of women in other places related to work,,,,0,0
Kollam,Insult to modesty of women in public transport system,,,,0,0
Kollam,Insult to the modesty of women,3.3,7.1,2.9,2.2,3.9
Kollam,Kidnapping,,,,0,0
Kollam,Kidnapping & abduction,1.9,1.9,1.6,1.2,1.6
Kollam,Kidnapping & abduction in order to murder,,,,0,0
Kollam,Kidnapping & abduction of others,0.1,,0.2,0,0.2
Kollam,Kidnapping & abduction of women and girls,3.4,3.1,2.8,0,3.1
Kollam,Kidnapping & abduction of women to compel her for marriage,,,,1.4,1.4
Kollam,Kidnapping for ransom,,,,0,0
Kollam,Kidnapping of others,,0.3,,0,0.3
Kollam,Making or possessing materials for forged currency or bank notes,,,,0,0
Kollam,Making or using documents resembling currency notes or bank notes,,,,0,0
Kollam,Making preparation and assembly for committing dacoity,,,,0,0
Kollam,Murder,1.2,1.9,1.4,0.9,1.3
Kollam,Offences against state,,,,0,0
Kollam,Offences promoting enmity between different groups,,,,0.5,0.5
Kollam,Offences related to counterfeit coin,,,,0,0
Kollam,Other IPC crimes,319.5,409.5,456.8,536.4,430.6
Kollam,Other cases of assault on women to outrage her modesty,,,,0,0
Kollam,Other caste conflict riots,,,,0,0
Kollam,Other kidnapping & abduction,,,,0.5,0.5
Kollam,Other rape,8.6,7.9,11,0.1,6.9
Kollam,Other rape other than custodial,,,,13.4,13.4
Kollam,Other theft,12.3,10.3,8.6,7,9.6
Kollam,Political riots,,,,2.1,2.1
Kollam,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Kollam,Preparation & assembly for dacoity,1.9,2.4,3.6,0,2.6
Kollam,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0.5,0.5
Kollam,Rape,8.6,7.9,11,13.4,10.2
Kollam,Rape other than custodial,,,,13.4,13.4
Kollam,Riots,54.2,26.4,28,27.1,33.9
Kollam,Riots others,,,,24.9,24.9
Kollam,Robbery,1.4,5.6,5.9,5.7,4.7
Kollam,SCs-STs vs Non-SCs-STs riots,,,,0,0
Kollam,Sectarian riots,,,,0,0
Kollam,Sedition,,,,0,0
Kollam,Sexual harassment,,,,49.5,49.5
Kollam,Sexual harassment and molestation of women,36.4,36.5,37.1,51.7,40.4
Kollam,Stalking,,,,0,0
Kollam,Student riots,,,,0.2,0.2
Kollam,Theft,20.5,19.1,13.5,12.9,16.5
Kollam,Total cognizable crimes under IPC,580.2,637.3,699.9,839.1,689.1
Kollam,Unlawful assembly,,,,0,0
Kollam,Unnatural offences,,,,0.4,0.4
Kollam,Use of criminal force with intent to disrobe women,,,,0,0
Kollam,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Kollam,Voyeurism,,,,0,0
Kota,Acid attack,,,,0,0
Kota,Agrarian riots,,,,0,0
Kota,Arson,0.2,0.3,0.4,0.1,0.2
Kota,Assault on women with intent to outrage her modesty,12.3,15.5,21.4,21.6,17.7
Kota,Attempt to acid attack,,,,0,0
Kota,Attempt to commit culpable homicide not amounting to murder,,,,1.9,1.9
Kota,Attempt to commit murder,10,6.8,7.5,9.3,8.4
Kota,Attempt to commit rape,,,,0.4,0.4
Kota,Auto theft,67,40.8,61.1,61.4,57.6
Kota,Burglary,12,8.6,11.2,13.5,11.3
Kota,Caste conflict riots,,,,0,0
Kota,Causing death by negligence,10.8,11,10.5,11.9,11.1
Kota,Causing injuries under rash driving or road rage,,,,64.8,64.8
Kota,Cheating,49.9,75.5,90.4,91.6,76.8
Kota,Communal riots,,,,0,0
Kota,Counterfeit currency & bank notes total,,,,0.2,0.2
Kota,Counterfeiting,0.1,0,0.1,0.2,0.1
Kota,Counterfeiting currency - notes or bank notes,,,,0.2,0.2
Kota,Counterfeiting government stamp,,,,0,0
Kota,Criminal breach of trust,1.6,2.1,0.9,0.9,1.4
Kota,Criminal trespass or burglary,,,,3.1,3.1
Kota,Cruelty by husband or his relatives,87.6,90.8,108.6,114,100.2
Kota,Culpable homicide not amounting to murder,0.6,0.1,0.1,0.1,0.2
Kota,Custodial rape,0,0,0,0,0
Kota,Dacoity,0,0,0.1,0.1,0.1
Kota,Dacoity with murder,,,,0.1,0.1
Kota,Deaths due to other causes,,,,0.4,0.4
Kota,Deaths due to rash or negligent driving,,,,11.5,11.5
Kota,Disclosure of identity of victims,,,,0,0
Kota,Dowry deaths,1.1,1.1,1.3,0.6,1
Kota,Extortion,,,,2.1,2.1
Kota,Forgery,,,,0,0
Kota,Gang rape,,,,0,0
Kota,Gang rape other than custodial,,,,0.6,0.6
Kota,Grievous hurt,,,,2.8,2.8
Kota,House trespass & house breaking,,,,10.4,10.4
Kota,Human trafficking,,,,0.2,0.2
Kota,Hurt,14.4,11.5,8.4,2.8,9.3
Kota,Importation of girls from foreign country,0,0,0,0,0
Kota,Imputation or assertions prejudicial to national integration,,,,0,0
Kota,Industrial riots,,,,0,0
Kota,Insult to modesty of women at office premises,,,,0,0
Kota,Insult to modesty of women at other places,,,,0,0
Kota,Insult to modesty of women in other places related to work,,,,0,0
Kota,Insult to modesty of women in public transport system,,,,0,0
Kota,Insult to the modesty of women,0,0,1.1,0,0.3
Kota,Kidnapping,,,,3.5,3.5
Kota,Kidnapping & abduction,9.1,8.2,20.4,18.7,14.1
Kota,Kidnapping & abduction in order to murder,,,,0,0
Kota,Kidnapping & abduction of others,1.7,,5,0,3.4
Kota,Kidnapping & abduction of women and girls,15.7,13.1,32.7,0,20.5
Kota,Kidnapping & abduction of women to compel her for marriage,,,,21.6,21.6
Kota,Kidnapping for ransom,,,,0.1,0.1
Kota,Kidnapping of others,,2,,0,2
Kota,Making or possessing materials for forged currency or bank notes,,,,0,0
Kota,Making or using documents resembling currency notes or bank notes,,,,0,0
Kota,Making preparation and assembly for committing dacoity,,,,0.4,0.4
Kota,Murder,3.5,2.8,1.9,1.9,2.5
Kota,Offences against state,,,,0,0
Kota,Offences promoting enmity between different groups,,,,0.4,0.4
Kota,Offences related to counterfeit coin,,,,0,0
Kota,Other IPC crimes,166.3,151.9,177.2,132.5,157
Kota,Other cases of assault on women to outrage her modesty,,,,14.2,14.2
Kota,Other caste conflict riots,,,,0,0
Kota,Other kidnapping & abduction,,,,4.9,4.9
Kota,Other rape,5.1,9.5,18.2,0,8.2
Kota,Other rape other than custodial,,,,20.6,20.6
Kota,Other theft,19.2,18.8,22.8,27.5,22.1
Kota,Political riots,,,,0,0
Kota,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Kota,Preparation & assembly for dacoity,0.9,0.7,0.9,0,0.8
Kota,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0.4,0.4
Kota,Rape,5.1,9.5,18.2,21.2,13.5
Kota,Rape other than custodial,,,,21.2,21.2
Kota,Riots,0.2,0,0,0,0.1
Kota,Riots others,,,,0,0
Kota,Robbery,1.5,2.7,1.9,2.7,2.2
Kota,SCs-STs vs Non-SCs-STs riots,,,,0,0
Kota,Sectarian riots,,,,0,0
Kota,Sedition,,,,0,0
Kota,Sexual harassment,,,,6.4,6.4
Kota,Sexual harassment and molestation of women,12.3,15.5,22.5,21.6,18
Kota,Stalking,,,,1.1,1.1
Kota,Student riots,,,,0,0
Kota,Theft,86.2,59.5,83.9,88.9,79.6
Kota,Total cognizable crimes under IPC,417.2,396.8,486.7,524.3,456.2
Kota,Unlawful assembly,,,,4.8,4.8
Kota,Unnatural offences,,,,0.1,0.1
Kota,Use of criminal force with intent to disrobe women,,,,0,0
Kota,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Kota,Voyeurism,,,,0,0
Kozhikode,Acid attack,,,,0,0
Kozhikode,Agrarian riots,,,,0,0
Kozhikode,Arson,0.5,0.6,0.6,0.4,0.5
Kozhikode,Assault on women with intent to outrage her modesty,11.6,9.7,10.3,10.1,10.4
Kozhikode,Attempt to acid attack,,,,0,0
Kozhikode,Attempt to commit culpable homicide not amounting to murder,,,,1.7,1.7
Kozhikode,Attempt to commit murder,0.7,0.3,0.7,0.6,0.6
Kozhikode,Attempt to commit rape,,,,0.2,0.2
Kozhikode,Auto theft,5.2,3.3,5.3,8.1,5.5
Kozhikode,Burglary,6.7,4.5,5.3,9,6.4
Kozhikode,Caste conflict riots,,,,0,0
Kozhikode,Causing death by negligence,0,0.1,0,6.9,1.8
Kozhikode,Causing injuries under rash driving or road rage,,,,97.6,97.6
Kozhikode,Cheating,9.3,8.1,7.3,12.8,9.4
Kozhikode,Communal riots,,,,0,0
Kozhikode,Counterfeit currency & bank notes total,,,,0.4,0.4
Kozhikode,Counterfeiting,0,0,0.1,0.4,0.1
Kozhikode,Counterfeiting currency - notes or bank notes,,,,0.3,0.3
Kozhikode,Counterfeiting government stamp,,,,0,0
Kozhikode,Criminal breach of trust,1.5,0.9,0.8,1.7,1.2
Kozhikode,Criminal trespass or burglary,,,,6.7,6.7
Kozhikode,Cruelty by husband or his relatives,16.1,13.5,12.8,17.3,14.9
Kozhikode,Culpable homicide not amounting to murder,0,0,0,0.1,0
Kozhikode,Custodial rape,0,0,0,0,0
Kozhikode,Dacoity,0,0.1,0.2,0,0.1
Kozhikode,Dacoity with murder,,,,0,0
Kozhikode,Deaths due to other causes,,,,0.3,0.3
Kozhikode,Deaths due to rash or negligent driving,,,,6.6,6.6
Kozhikode,Disclosure of identity of victims,,,,0,0
Kozhikode,Dowry deaths,0,0,0,0.1,0
Kozhikode,Extortion,,,,0,0
Kozhikode,Forgery,,,,0.1,0.1
Kozhikode,Gang rape,,,,0,0
Kozhikode,Gang rape other than custodial,,,,0,0
Kozhikode,Grievous hurt,,,,1.5,1.5
Kozhikode,House trespass & house breaking,,,,2.3,2.3
Kozhikode,Human trafficking,,,,0,0
Kozhikode,Hurt,33.7,31.1,29.1,1.5,23.9
Kozhikode,Importation of girls from foreign country,0,0,0,0,0
Kozhikode,Imputation or assertions prejudicial to national integration,,,,0,0
Kozhikode,Industrial riots,,,,0,0
Kozhikode,Insult to modesty of women at office premises,,,,0,0
Kozhikode,Insult to modesty of women at other places,,,,0.8,0.8
Kozhikode,Insult to modesty of women in other places related to work,,,,0,0
Kozhikode,Insult to modesty of women in public transport system,,,,0,0
Kozhikode,Insult to the modesty of women,9.4,7.8,4.1,0.8,5.5
Kozhikode,Kidnapping,,,,0,0
Kozhikode,Kidnapping & abduction,0.5,0.2,0.5,0.1,0.3
Kozhikode,Kidnapping & abduction in order to murder,,,,0,0
Kozhikode,Kidnapping & abduction of others,0,,0.1,0,0.1
Kozhikode,Kidnapping & abduction of women and girls,0.9,0.3,0.9,0,0.7
Kozhikode,Kidnapping & abduction of women to compel her for marriage,,,,0,0
Kozhikode,Kidnapping for ransom,,,,0,0
Kozhikode,Kidnapping of others,,0.1,,0,0.1
Kozhikode,Making or possessing materials for forged currency or bank notes,,,,0,0
Kozhikode,Making or using documents resembling currency notes or bank notes,,,,0,0
Kozhikode,Making preparation and assembly for committing dacoity,,,,0,0
Kozhikode,Murder,0.2,0.3,0.5,0.4,0.3
Kozhikode,Offences against state,,,,0,0
Kozhikode,Offences promoting enmity between different groups,,,,0,0
Kozhikode,Offences related to counterfeit coin,,,,0,0
Kozhikode,Other IPC crimes,87.2,111.8,105.2,51.9,89
Kozhikode,Other cases of assault on women to outrage her modesty,,,,9.4,9.4
Kozhikode,Other caste conflict riots,,,,0,0
Kozhikode,Other kidnapping & abduction,,,,0,0
Kozhikode,Other rape,1.3,3.4,2.8,0,1.9
Kozhikode,Other rape other than custodial,,,,3.3,3.3
Kozhikode,Other theft,6.6,3.7,4.3,5.8,5.1
Kozhikode,Political riots,,,,0.8,0.8
Kozhikode,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Kozhikode,Preparation & assembly for dacoity,1.5,0.9,0.3,0,0.9
Kozhikode,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Kozhikode,Rape,1.3,3.4,2.8,3.3,2.7
Kozhikode,Rape other than custodial,,,,3.3,3.3
Kozhikode,Riots,22,17.4,16.5,10.8,16.7
Kozhikode,Riots others,,,,9.3,9.3
Kozhikode,Robbery,2.4,3.2,2.1,2.6,2.6
Kozhikode,SCs-STs vs Non-SCs-STs riots,,,,0,0
Kozhikode,Sectarian riots,,,,0,0
Kozhikode,Sedition,,,,0,0
Kozhikode,Sexual harassment,,,,0.6,0.6
Kozhikode,Sexual harassment and molestation of women,21,17.5,14.5,10.9,16
Kozhikode,Stalking,,,,0.1,0.1
Kozhikode,Student riots,,,,0.7,0.7
Kozhikode,Theft,11.9,7,9.6,13.9,10.6
Kozhikode,Total cognizable crimes under IPC,198.2,204.6,194.9,229.7,206.8
Kozhikode,Unlawful assembly,,,,0,0
Kozhikode,Unnatural offences,,,,0.3,0.3
Kozhikode,Use of criminal force with intent to disrobe women,,,,0,0
Kozhikode,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Kozhikode,Voyeurism,,,,0,0
Lucknow,Acid attack,,,,0,0
Lucknow,Agrarian riots,,,,0,0
Lucknow,Arson,0.1,0,0.1,0.4,0.1
Lucknow,Assault on women with intent to outrage her modesty,7.5,8,18.9,16.6,11.6
Lucknow,Attempt to acid attack,,,,0,0
Lucknow,Attempt to commit culpable homicide not amounting to murder,,,,0.6,0.6
Lucknow,Attempt to commit murder,2.2,2.4,3.4,2.3,2.7
Lucknow,Attempt to commit rape,,,,0.1,0.1
Lucknow,Auto theft,44.1,54.7,56.6,70.2,60.1
Lucknow,Burglary,14.1,13.8,17.3,19.6,16.6
Lucknow,Caste conflict riots,,,,0,0
Lucknow,Causing death by negligence,14.1,13.8,10.1,7,12.3
Lucknow,Causing injuries under rash driving or road rage,,,,10.8,10.8
Lucknow,Cheating,24.2,28.9,33.6,29,29.8
Lucknow,Communal riots,,,,0.3,0.3
Lucknow,Counterfeit currency & bank notes total,,,,0.2,0.2
Lucknow,Counterfeiting,0.7,0.2,0.3,0.2,0.7
Lucknow,Counterfeiting currency - notes or bank notes,,,,0.1,0.1
Lucknow,Counterfeiting government stamp,,,,0,0
Lucknow,Criminal breach of trust,12.9,13,17.7,15.8,15.7
Lucknow,Criminal trespass or burglary,,,,11.9,11.9
Lucknow,Cruelty by husband or his relatives,32.8,32.7,58,40.6,41.6
Lucknow,Culpable homicide not amounting to murder,0.9,0.5,0.4,0.6,0.6
Lucknow,Custodial rape,0,0,0,0,0
Lucknow,Dacoity,0.3,0.2,0.3,0,0.3
Lucknow,Dacoity with murder,,,,0,0
Lucknow,Deaths due to other causes,,,,1.1,1.1
Lucknow,Deaths due to rash or negligent driving,,,,5.9,5.9
Lucknow,Disclosure of identity of victims,,,,0,0
Lucknow,Dowry deaths,2.3,1.1,2.8,2.2,2.4
Lucknow,Extortion,,,,1.4,1.4
Lucknow,Forgery,,,,1.5,1.5
Lucknow,Gang rape,,,,0,0
Lucknow,Gang rape other than custodial,,,,0.1,0.1
Lucknow,Grievous hurt,,,,3.1,3.1
Lucknow,House trespass & house breaking,,,,7.7,7.7
Lucknow,Human trafficking,,,,0,0
Lucknow,Hurt,1.1,2.6,1.2,3.1,1.9
Lucknow,Importation of girls from foreign country,0,0,0,0,0
Lucknow,Imputation or assertions prejudicial to national integration,,,,0,0
Lucknow,Industrial riots,,,,0,0
Lucknow,Insult to modesty of women at office premises,,,,0.1,0.1
Lucknow,Insult to modesty of women at other places,,,,0,0
Lucknow,Insult to modesty of women in other places related to work,,,,0,0
Lucknow,Insult to modesty of women in public transport system,,,,0,0
Lucknow,Insult to the modesty of women,0,0.1,0.1,0.1,0.1
Lucknow,Kidnapping,,,,9.6,9.6
Lucknow,Kidnapping & abduction,7.5,7.4,9.5,12,9.5
Lucknow,Kidnapping & abduction in order to murder,,,,0,0
Lucknow,Kidnapping & abduction of others,0.3,,0.2,0,0.2
Lucknow,Kidnapping & abduction of women and girls,15.2,14.7,19.5,0,16.8
Lucknow,Kidnapping & abduction of women to compel her for marriage,,,,4.8,4.8
Lucknow,Kidnapping for ransom,,,,0,0
Lucknow,Kidnapping of others,,0.4,,0,0.4
Lucknow,Making or possessing materials for forged currency or bank notes,,,,0,0
Lucknow,Making or using documents resembling currency notes or bank notes,,,,0,0
Lucknow,Making preparation and assembly for committing dacoity,,,,0,0
